quantity,purchased,totalPrice,date,productId,orderId
8,TRUE,2805,2020-09-16 23:12:01,380,18
9,TRUE,9880,2020-10-29 19:56:25,247,18
3,TRUE,2813,2020-12-28 13:33:25,16,20
8,TRUE,6242,2020-12-13 23:27:10,269,20
5,TRUE,7095,2020-09-25 15:12:00,194,21
5,TRUE,8656,2020-10-19 21:17:42,407,21
3,TRUE,6585,2020-09-26 17:39:40,162,22
9,TRUE,6554,2020-10-25 03:33:00,18,22
4,TRUE,9062,2020-07-14 15:22:34,24,22
9,TRUE,9112,2020-02-21 17:59:57,293,22
9,TRUE,5556,2020-06-05 14:40:19,396,23
5,TRUE,9057,2020-01-20 13:32:27,233,24
2,TRUE,203,2020-11-02 18:31:24,402,24
8,TRUE,9311,2020-07-12 06:51:16,258,24
7,TRUE,7370,2020-02-16 22:07:03,268,25
4,TRUE,6167,2020-05-20 16:40:35,272,25
1,TRUE,2981,2020-02-16 13:06:56,314,25
4,TRUE,6947,2020-10-04 22:23:09,129,26
8,TRUE,5827,2020-06-12 01:07:57,96,27
8,TRUE,3812,2020-09-19 08:21:43,107,27
3,TRUE,4691,2020-10-02 21:20:58,153,27
1,TRUE,2491,2020-09-03 22:36:29,245,28
3,TRUE,2563,2020-03-13 20:23:03,158,29
1,TRUE,3653,2020-08-28 20:45:24,303,29
4,TRUE,4134,2020-04-01 00:50:46,286,29
8,TRUE,6205,2020-06-06 17:00:50,318,29
10,TRUE,9706,2020-09-12 03:27:23,227,29
1,TRUE,4254,2020-09-07 22:48:26,165,29
1,TRUE,4994,2020-09-11 00:24:50,108,30
1,TRUE,8985,2020-05-27 18:32:21,219,30
9,TRUE,9374,2020-03-07 19:05:19,193,30
4,TRUE,5156,2020-12-11 12:57:56,263,31
6,TRUE,7388,2020-03-09 13:06:34,269,31
3,TRUE,3841,2020-09-09 17:40:50,435,31
2,TRUE,9568,2020-10-02 06:47:00,129,31
7,TRUE,2822,2020-08-02 04:54:35,445,32
1,TRUE,7622,2020-06-09 19:18:17,328,32
2,TRUE,5988,2020-12-20 21:40:48,271,33
2,TRUE,8948,2020-09-09 16:48:31,358,33
8,TRUE,9758,2020-04-08 16:14:19,116,33
6,TRUE,8394,2020-05-15 19:20:50,415,33
6,TRUE,7157,2020-09-09 07:53:37,163,34
8,TRUE,9258,2020-02-27 01:52:15,343,34
4,TRUE,415,2020-10-27 21:42:46,63,34
9,TRUE,8028,2020-07-30 05:22:47,256,34
2,TRUE,7954,2020-09-18 18:36:57,324,34
8,TRUE,7013,2020-05-30 16:40:32,109,34
1,TRUE,4001,2020-05-05 20:48:01,296,35
4,TRUE,3898,2020-02-12 10:53:22,63,35
6,TRUE,9119,2020-02-27 08:55:09,133,36
3,TRUE,1038,2020-06-29 16:20:03,349,36
9,TRUE,3500,2020-09-23 21:59:55,423,37
2,TRUE,5178,2020-05-23 00:52:43,396,37
8,TRUE,6868,2020-05-31 20:27:12,366,37
3,TRUE,3310,2020-10-03 22:29:57,396,38
7,TRUE,9191,2020-08-15 10:28:59,189,38
4,TRUE,9749,2020-11-15 04:24:33,22,39
2,TRUE,4612,2020-10-23 14:41:28,403,39
2,TRUE,4701,2020-09-02 08:29:30,397,39
7,TRUE,4072,2020-02-08 19:43:20,446,39
3,TRUE,6638,2020-09-19 16:18:46,11,39
7,TRUE,5524,2020-05-10 09:57:48,62,40
10,TRUE,4719,2020-11-26 10:03:06,355,41
9,TRUE,8210,2020-03-19 12:33:31,84,41
7,TRUE,2896,2020-07-05 13:27:30,412,41
7,TRUE,2914,2020-07-05 16:56:16,392,41
6,TRUE,7148,2020-09-08 16:45:16,188,42
7,TRUE,4968,2020-02-02 06:12:11,251,42
3,TRUE,9949,2020-04-17 07:08:14,431,43
5,TRUE,6630,2020-02-17 08:20:34,272,44
6,TRUE,6878,2020-06-20 02:02:43,152,45
9,TRUE,4853,2020-02-10 09:39:48,97,45
10,TRUE,9326,2020-09-25 22:56:53,348,45
10,TRUE,9665,2020-01-28 22:37:47,427,45
1,TRUE,1609,2020-11-29 01:14:47,447,45
5,TRUE,2749,2020-07-12 21:39:29,320,45
10,TRUE,2271,2020-11-03 02:52:03,244,45
1,TRUE,3867,2020-02-12 06:17:37,318,46
9,TRUE,8203,2021-01-05 11:45:15,439,46
2,TRUE,4776,2021-01-05 05:15:12,451,46
9,TRUE,5676,2020-09-10 03:02:13,154,46
8,TRUE,7355,2020-01-20 20:45:02,278,47
10,TRUE,4650,2020-04-23 06:43:28,145,47
10,TRUE,9746,2020-12-20 16:14:36,14,48
8,TRUE,3013,2020-05-22 09:54:02,155,48
10,TRUE,2137,2020-08-03 19:14:31,310,49
7,TRUE,4301,2020-11-12 22:46:24,66,49
6,TRUE,6858,2020-02-11 05:47:04,341,49
8,TRUE,1660,2020-07-01 06:05:36,13,49
5,TRUE,9240,2020-09-09 23:17:35,87,49
3,TRUE,5201,2020-07-10 01:05:14,434,49
5,TRUE,3032,2020-08-02 20:05:07,202,50
1,TRUE,6185,2020-03-31 11:44:36,405,50
9,TRUE,5521,2020-07-30 01:25:33,270,50
1,TRUE,4542,2020-02-13 22:32:54,180,50
3,TRUE,3004,2020-09-19 05:04:34,261,51
8,TRUE,271,2020-12-04 15:08:10,308,51
4,TRUE,3350,2020-03-18 00:42:16,397,51
9,TRUE,1454,2020-05-16 05:14:55,361,51
3,TRUE,5793,2020-01-20 20:06:54,254,51
6,TRUE,3862,2020-10-29 18:57:15,180,51
2,TRUE,8791,2020-06-16 06:25:12,78,51
2,TRUE,9945,2020-03-30 20:31:23,306,53
2,TRUE,3412,2020-05-11 04:30:43,283,53
1,TRUE,4049,2020-10-08 16:49:01,45,53
5,TRUE,4737,2020-09-24 09:26:30,236,53
5,TRUE,9326,2020-11-14 09:21:07,278,54
10,TRUE,9001,2020-11-30 14:08:11,88,54
1,TRUE,2538,2020-07-15 11:44:52,283,55
7,TRUE,8422,2020-04-29 03:44:42,160,55
10,TRUE,1828,2020-03-11 14:40:50,238,56
3,TRUE,3929,2020-10-27 08:31:08,42,56
2,TRUE,3696,2020-03-24 16:37:45,145,57
4,TRUE,7426,2020-09-01 21:38:57,387,57
2,TRUE,1889,2020-01-15 17:26:04,372,59
8,TRUE,3840,2020-03-23 16:14:13,445,60
1,TRUE,6994,2020-02-29 05:40:18,398,60
6,TRUE,8009,2020-05-15 11:11:44,405,60
5,TRUE,3280,2020-04-10 23:46:38,443,60
8,TRUE,2971,2020-11-10 19:48:19,194,61
3,TRUE,3822,2020-09-08 11:09:13,161,62
1,TRUE,2369,2020-02-06 17:10:52,246,62
1,TRUE,1510,2020-10-18 14:26:57,344,62
2,TRUE,832,2020-07-28 23:54:07,155,63
1,TRUE,2750,2020-03-14 15:19:36,50,63
5,TRUE,8256,2020-09-08 20:58:42,67,64
9,TRUE,7430,2020-04-30 22:37:43,323,64
9,TRUE,321,2020-03-13 13:02:51,377,64
7,TRUE,3394,2021-01-05 06:14:54,95,64
1,TRUE,2611,2020-05-09 02:40:58,291,65
8,TRUE,8517,2020-12-04 05:22:36,257,65
1,TRUE,2422,2020-01-15 11:22:17,67,65
10,TRUE,9698,2020-12-16 09:35:22,325,65
2,TRUE,9007,2020-02-18 00:23:10,286,65
9,TRUE,9110,2020-10-28 03:18:33,340,66
4,TRUE,6780,2020-10-23 08:21:02,322,67
4,TRUE,6280,2020-07-06 23:14:43,14,67
5,TRUE,4269,2020-11-04 21:26:25,65,68
3,TRUE,5902,2020-12-16 13:29:14,107,68
2,TRUE,4627,2020-04-27 14:36:16,119,68
5,TRUE,8653,2020-03-29 00:07:54,151,69
9,TRUE,5700,2020-03-25 22:45:37,449,69
9,TRUE,4636,2020-06-13 05:33:26,152,69
5,TRUE,7949,2020-09-29 22:40:53,362,70
8,TRUE,7917,2020-03-08 17:54:25,44,70
9,TRUE,5891,2020-09-04 11:26:26,97,70
2,TRUE,510,2020-08-07 10:44:17,64,71
3,TRUE,9493,2020-01-27 16:25:54,115,71
8,TRUE,6605,2020-05-21 00:23:48,12,71
6,TRUE,9444,2020-06-20 05:36:35,287,71
8,TRUE,2298,2020-03-10 16:53:30,429,72
10,TRUE,9573,2020-05-01 05:13:14,283,73
2,TRUE,213,2020-01-14 19:18:55,88,73
8,TRUE,543,2020-06-15 06:43:58,354,74
2,TRUE,1429,2020-09-04 05:24:49,43,74
6,TRUE,3886,2020-05-20 17:01:27,267,74
1,TRUE,2837,2020-12-24 10:45:33,26,74
5,TRUE,9607,2020-06-04 23:26:59,152,75
6,TRUE,361,2021-01-04 03:33:57,85,75
1,TRUE,5631,2020-06-09 18:59:29,44,75
6,TRUE,6273,2020-01-20 14:57:16,95,76
4,TRUE,5604,2020-10-28 04:48:50,302,76
8,TRUE,6222,2020-07-03 12:57:18,108,76
3,TRUE,6935,2020-12-21 16:51:42,308,76
4,TRUE,7658,2020-06-20 05:50:36,47,76
3,TRUE,4071,2020-05-03 06:05:37,286,77
3,TRUE,6416,2020-03-06 01:03:58,122,77
1,TRUE,1219,2020-12-07 10:35:45,293,78
8,TRUE,2186,2020-08-26 13:32:24,427,79
3,TRUE,3481,2020-10-05 23:11:02,295,79
6,TRUE,7680,2020-07-06 21:17:22,272,79
4,TRUE,7276,2020-10-08 03:22:23,362,79
3,TRUE,3872,2020-12-31 01:59:31,349,79
7,TRUE,5312,2020-04-27 17:56:00,342,80
9,TRUE,8122,2020-08-18 15:04:17,247,80
6,TRUE,630,2020-05-14 12:37:52,425,80
7,TRUE,4521,2020-02-10 10:43:01,319,81
9,TRUE,9332,2020-08-15 15:25:57,275,81
3,TRUE,4910,2020-10-20 09:33:09,224,83
4,TRUE,8644,2020-03-29 00:34:58,359,83
3,TRUE,2080,2020-05-04 19:24:38,84,83
3,TRUE,6786,2021-01-07 00:53:04,55,83
1,TRUE,2503,2020-10-18 15:57:14,372,83
3,TRUE,7117,2020-08-18 19:12:31,328,83
1,TRUE,2669,2020-06-09 05:34:58,258,84
5,TRUE,3973,2020-11-17 09:01:20,97,84
1,TRUE,7645,2020-03-21 13:20:17,176,84
2,TRUE,4797,2020-03-12 18:30:22,429,84
6,TRUE,1453,2020-10-08 10:55:53,87,85
9,TRUE,7044,2020-04-03 14:31:18,377,85
8,TRUE,2777,2020-09-01 19:19:38,30,85
2,TRUE,1364,2020-08-16 09:10:44,236,85
2,TRUE,4888,2020-12-08 17:52:06,329,85
8,TRUE,9067,2020-12-10 01:39:46,352,86
10,TRUE,7551,2020-02-27 22:57:16,153,86
1,TRUE,3852,2020-12-20 02:20:25,342,87
4,TRUE,2050,2020-05-15 09:48:18,361,87
3,TRUE,8387,2020-07-04 07:45:08,452,87
3,TRUE,7592,2020-12-31 02:34:24,192,87
9,TRUE,7089,2020-09-19 07:57:49,229,88
9,TRUE,7271,2020-12-31 04:59:43,320,88
4,TRUE,5646,2020-02-09 01:58:44,303,88
9,TRUE,6610,2020-07-31 01:10:15,430,88
6,TRUE,1958,2020-10-14 01:59:54,391,89
3,TRUE,632,2020-04-06 19:06:26,299,89
4,TRUE,7482,2020-05-20 00:54:09,450,90
3,TRUE,3332,2020-09-09 00:29:32,292,90
3,TRUE,3439,2020-12-05 06:11:03,191,91
4,TRUE,3523,2020-07-13 04:40:22,187,91
10,TRUE,8703,2020-01-17 15:00:45,102,91
10,TRUE,2783,2020-07-29 08:56:30,121,93
2,TRUE,3232,2020-07-28 22:42:54,267,93
4,TRUE,1198,2020-11-03 09:16:19,310,94
9,TRUE,7932,2020-05-14 04:00:02,278,95
4,TRUE,7386,2020-05-29 21:59:27,390,95
10,TRUE,1508,2020-04-16 19:03:54,271,95
1,TRUE,6548,2020-03-31 01:40:59,235,96
5,TRUE,6578,2020-02-06 23:07:55,76,97
5,TRUE,9849,2020-04-28 20:14:07,121,98
9,TRUE,1856,2020-03-31 21:07:11,350,98
8,TRUE,5844,2020-05-12 05:28:29,439,98
7,TRUE,1935,2020-05-11 13:35:51,284,98
9,TRUE,2077,2020-09-25 10:51:46,177,99
5,TRUE,8821,2020-10-27 01:21:15,65,99
10,TRUE,8060,2020-08-06 23:02:49,82,99
5,TRUE,9974,2020-04-19 23:24:51,450,99
2,TRUE,3798,2020-11-03 23:45:10,275,99
8,TRUE,3577,2020-04-04 02:11:50,230,100
1,TRUE,8012,2020-05-23 11:53:25,167,101
6,TRUE,2841,2020-11-14 17:33:52,182,101
10,TRUE,7509,2020-12-24 00:15:09,7,101
10,TRUE,4966,2020-06-17 18:57:12,377,101
7,TRUE,7884,2020-06-29 20:06:17,403,101
4,TRUE,6045,2020-02-05 13:02:06,394,101
2,TRUE,4714,2020-10-05 21:06:44,260,102
4,TRUE,9172,2020-10-31 00:09:57,266,102
4,TRUE,3161,2020-04-10 16:41:00,57,103
7,TRUE,820,2020-06-29 12:38:28,324,103
6,TRUE,883,2020-03-03 04:22:21,60,103
9,TRUE,2519,2020-06-03 07:23:05,49,103
3,TRUE,9282,2020-12-28 09:33:13,37,103
3,TRUE,2847,2020-09-10 22:22:40,30,103
7,TRUE,5166,2020-12-21 07:10:11,213,104
9,TRUE,2793,2020-11-15 12:03:03,187,104
10,TRUE,9024,2020-03-08 16:41:28,64,104
9,TRUE,635,2020-11-24 05:59:04,125,105
3,TRUE,5215,2020-04-30 01:01:40,293,105
10,TRUE,8601,2020-12-21 01:51:32,114,105
9,TRUE,7997,2020-02-08 19:09:41,18,105
2,TRUE,7689,2020-04-04 20:31:23,289,105
9,TRUE,1969,2020-07-29 18:22:22,13,105
3,TRUE,6889,2020-09-01 12:46:49,120,105
10,TRUE,6208,2020-09-05 19:03:19,249,106
6,TRUE,926,2020-07-24 11:03:14,118,106
8,TRUE,1214,2020-06-17 08:00:30,147,107
10,TRUE,408,2020-02-26 11:59:38,73,107
8,TRUE,3059,2020-04-01 19:20:02,133,107
2,TRUE,5105,2020-08-15 07:47:43,130,108
5,TRUE,6483,2020-09-08 04:17:45,129,108
8,TRUE,2750,2020-07-03 23:20:39,113,108
5,TRUE,852,2020-07-22 22:15:04,382,108
9,TRUE,492,2020-07-17 09:09:43,451,109
7,TRUE,710,2020-03-08 05:00:40,350,109
8,TRUE,9828,2020-10-27 16:44:08,267,109
3,TRUE,2262,2020-11-30 06:37:33,57,110
9,TRUE,1310,2020-04-07 16:54:28,402,110
6,TRUE,2267,2020-04-10 08:28:43,103,110
6,TRUE,8529,2020-04-30 18:16:49,401,110
10,TRUE,7093,2020-12-19 11:55:23,342,111
10,TRUE,6089,2020-05-02 15:07:37,124,112
4,TRUE,7410,2020-06-14 14:32:12,366,112
6,TRUE,5061,2020-06-18 05:00:38,75,114
5,TRUE,9349,2020-04-01 16:05:36,38,114
6,TRUE,8813,2020-05-27 11:21:51,202,114
1,TRUE,1694,2020-10-05 21:20:14,106,114
4,TRUE,9851,2020-05-20 02:46:20,181,114
10,TRUE,7921,2021-01-11 09:54:32,68,115
4,TRUE,1069,2020-03-30 04:33:45,144,115
2,TRUE,4706,2020-07-16 21:38:46,425,115
8,TRUE,5288,2020-02-20 03:54:29,196,115
4,TRUE,6989,2020-07-06 15:04:43,15,116
9,TRUE,3807,2020-12-14 18:28:02,359,117
8,TRUE,6805,2020-04-24 16:03:51,181,118
7,TRUE,6559,2020-12-07 17:21:14,340,118
10,TRUE,6921,2020-02-26 00:18:19,207,119
5,TRUE,2843,2020-09-30 16:37:17,151,119
3,TRUE,8034,2020-12-15 14:01:51,68,119
2,TRUE,4941,2020-12-06 20:44:03,383,120
8,TRUE,5273,2020-03-18 22:15:13,66,120
4,TRUE,7718,2020-11-10 02:48:21,273,120
4,TRUE,6691,2020-02-11 21:41:51,286,121
5,TRUE,5741,2020-01-14 21:41:46,440,121
9,TRUE,9515,2020-10-10 10:45:15,131,121
10,TRUE,2928,2020-10-02 15:18:22,123,122
2,TRUE,217,2020-04-20 09:08:34,306,122
10,TRUE,9963,2020-01-26 04:50:07,250,123
1,TRUE,8817,2020-03-18 17:01:06,134,123
10,TRUE,6329,2020-06-04 07:31:42,344,124
6,TRUE,3877,2020-01-18 05:24:12,21,125
5,TRUE,8339,2020-09-10 18:33:09,32,125
4,TRUE,7640,2020-07-31 07:57:34,10,125
10,TRUE,2270,2021-01-08 21:59:31,92,126
4,TRUE,8205,2020-10-02 21:21:27,297,126
4,TRUE,3010,2020-05-04 15:33:58,278,126
4,TRUE,8929,2020-09-19 03:00:17,150,126
3,TRUE,3646,2020-03-02 21:54:39,317,126
3,TRUE,892,2020-05-02 17:31:57,301,127
2,TRUE,894,2020-08-26 03:58:34,128,128
1,TRUE,2012,2020-07-24 03:52:38,276,129
5,TRUE,4945,2020-06-20 12:13:12,126,129
3,TRUE,1175,2020-05-20 18:27:09,87,130
7,TRUE,6955,2020-03-01 05:52:23,184,130
1,TRUE,441,2020-02-28 15:52:34,438,130
4,TRUE,3110,2020-03-08 00:34:31,67,130
1,TRUE,2621,2020-02-01 09:32:14,98,131
4,TRUE,1333,2020-09-12 17:26:18,445,131
10,TRUE,5524,2020-08-15 18:13:40,138,132
2,TRUE,4361,2020-12-15 15:16:11,422,132
3,TRUE,6530,2020-04-12 20:17:19,86,132
10,TRUE,9676,2021-01-10 19:26:51,302,133
8,TRUE,2446,2020-08-30 12:05:27,155,133
1,TRUE,5701,2020-05-14 06:20:15,142,133
9,TRUE,5987,2020-01-23 17:21:53,339,133
8,TRUE,3719,2020-06-17 13:12:03,103,133
6,TRUE,5795,2021-01-12 02:17:38,216,133
2,TRUE,8710,2020-06-17 03:29:11,125,134
8,TRUE,9699,2020-07-19 01:22:17,252,135
6,TRUE,6363,2020-09-06 11:23:48,234,136
1,TRUE,4049,2020-12-16 21:28:10,451,136
2,TRUE,9372,2020-05-30 13:55:23,166,136
8,TRUE,2666,2020-08-06 23:14:47,246,137
9,TRUE,4299,2021-01-13 14:08:43,395,137
2,TRUE,4409,2020-04-18 21:10:27,229,137
7,TRUE,9231,2020-12-30 03:45:49,442,138
8,TRUE,331,2020-02-19 08:50:56,411,138
5,TRUE,9448,2020-03-18 14:08:46,269,138
7,TRUE,2119,2020-02-06 12:26:19,341,138
2,TRUE,5681,2020-06-14 22:12:15,415,138
10,TRUE,891,2020-09-30 11:43:37,232,139
8,TRUE,8260,2020-06-13 16:36:40,314,139
2,TRUE,6445,2020-04-20 05:01:58,446,140
1,TRUE,9558,2020-02-19 20:56:19,224,140
2,TRUE,3506,2020-06-22 22:44:44,179,140
4,TRUE,6911,2020-06-11 14:32:52,260,140
4,TRUE,4622,2020-02-18 22:00:31,248,140
1,TRUE,8810,2020-12-31 00:28:17,29,140
9,TRUE,7653,2020-11-20 10:34:10,413,141
2,TRUE,7560,2020-01-24 01:53:29,81,141
1,TRUE,5937,2020-03-28 19:56:21,290,141
4,TRUE,3493,2020-06-15 14:07:41,231,141
7,TRUE,5849,2020-01-19 09:41:15,443,141
3,TRUE,2430,2020-02-22 15:30:43,359,141
2,TRUE,5393,2020-12-02 20:17:27,47,142
5,TRUE,3451,2020-11-16 10:03:22,135,142
9,TRUE,3120,2020-05-23 21:59:31,290,142
9,TRUE,3785,2020-01-19 18:34:27,49,143
1,TRUE,1412,2020-11-14 08:07:25,315,143
9,TRUE,4455,2020-02-01 08:16:28,447,143
3,TRUE,9934,2020-09-29 14:08:06,396,143
5,TRUE,7260,2020-09-04 00:06:52,323,143
2,TRUE,2269,2020-12-27 08:42:04,298,144
3,TRUE,3617,2020-11-17 01:01:17,118,144
8,TRUE,5605,2020-11-15 13:15:44,169,145
8,TRUE,9812,2020-05-15 19:02:18,448,145
3,TRUE,1542,2020-08-10 03:51:36,315,145
7,TRUE,6876,2020-07-18 01:58:49,320,146
10,TRUE,5336,2020-04-13 08:01:44,301,147
5,TRUE,5297,2020-04-19 17:10:38,371,147
3,TRUE,9022,2020-11-24 04:34:13,232,147
8,TRUE,5414,2020-03-01 23:32:39,402,147
5,TRUE,4175,2020-04-28 05:55:25,205,147
9,TRUE,4137,2020-08-08 07:48:54,199,147
9,TRUE,3776,2020-06-12 22:12:41,25,147
8,TRUE,2063,2020-04-13 10:56:41,328,148
10,TRUE,9125,2020-07-30 14:09:20,10,149
2,TRUE,4228,2020-10-25 08:09:47,242,150
3,TRUE,4714,2020-10-31 09:16:51,112,150
4,TRUE,4808,2020-11-19 22:04:21,343,150
10,TRUE,5804,2020-05-16 06:48:05,289,150
5,TRUE,829,2020-06-28 18:13:37,445,150
7,TRUE,1599,2020-03-02 21:37:16,308,152
9,TRUE,3279,2020-03-05 11:14:27,212,152
3,TRUE,9459,2020-10-22 19:32:08,21,152
7,TRUE,8628,2020-08-25 07:34:16,399,152
9,TRUE,7566,2020-01-28 16:12:49,3,152
5,TRUE,3944,2020-06-09 05:03:15,258,153
6,TRUE,6864,2020-02-10 20:04:50,27,153
5,TRUE,4401,2020-02-04 03:11:34,365,155
9,TRUE,9322,2020-12-01 18:59:48,38,156
6,TRUE,1263,2020-05-05 17:55:03,15,156
9,TRUE,595,2020-07-16 01:13:16,79,157
3,TRUE,4832,2020-06-20 17:10:32,269,157
10,TRUE,2156,2020-08-21 10:06:18,293,158
2,TRUE,9618,2020-12-21 06:32:08,146,158
4,TRUE,8546,2020-06-08 19:19:56,279,158
6,TRUE,1208,2020-03-03 21:34:18,153,158
9,TRUE,3910,2020-07-11 19:28:10,92,158
5,TRUE,1027,2020-02-11 23:00:00,77,159
8,TRUE,6849,2020-06-18 00:57:33,239,159
5,TRUE,6050,2020-11-21 09:40:56,196,159
6,TRUE,2966,2020-12-12 07:29:12,74,159
9,TRUE,8442,2021-01-13 06:07:02,218,160
6,TRUE,8131,2020-11-19 21:07:42,451,160
9,TRUE,5276,2020-10-23 17:36:01,286,161
3,TRUE,8725,2021-01-09 20:13:54,408,161
3,TRUE,2031,2020-04-15 17:55:50,416,161
6,TRUE,5558,2020-07-30 06:55:48,311,161
7,TRUE,626,2020-02-10 00:39:54,52,161
3,TRUE,7961,2020-09-26 11:43:22,57,162
1,TRUE,4185,2020-09-21 19:51:06,251,163
1,TRUE,9060,2021-01-04 20:35:46,334,163
1,TRUE,5735,2020-10-26 16:36:48,261,164
9,TRUE,3697,2020-09-01 18:27:58,112,164
5,TRUE,4069,2020-06-02 09:45:04,231,165
2,TRUE,7776,2020-04-01 17:14:43,440,165
8,TRUE,6665,2020-09-23 07:25:00,240,166
6,TRUE,286,2020-08-23 01:27:46,64,167
3,TRUE,975,2020-04-18 05:54:11,442,167
1,TRUE,8202,2020-08-16 22:03:33,443,167
2,TRUE,7655,2020-03-30 02:53:11,404,168
4,TRUE,1287,2020-04-22 23:58:14,431,168
2,TRUE,9187,2020-06-28 18:57:17,179,168
5,TRUE,4862,2020-08-07 11:53:26,284,170
7,TRUE,475,2020-10-07 01:07:32,40,171
7,TRUE,630,2020-07-07 06:00:50,238,171
10,TRUE,5987,2020-06-25 15:00:10,321,171
4,TRUE,3117,2020-11-10 07:11:24,95,171
1,TRUE,6025,2020-04-25 22:54:09,81,172
7,TRUE,5179,2020-10-23 13:44:08,161,172
6,TRUE,6116,2020-07-03 15:18:29,208,172
4,TRUE,4858,2020-08-25 17:25:23,249,172
5,TRUE,6279,2021-01-03 05:37:49,425,173
5,TRUE,7171,2020-06-26 15:15:10,179,173
1,TRUE,6049,2021-01-04 10:21:45,446,174
7,TRUE,3764,2020-12-19 18:42:29,247,174
10,TRUE,1591,2020-03-10 03:54:23,409,174
1,TRUE,7057,2020-03-23 03:32:27,275,174
1,TRUE,3806,2020-10-21 04:03:10,368,174
4,TRUE,6792,2020-02-20 13:36:18,85,175
9,TRUE,3993,2021-01-10 16:18:16,94,175
8,TRUE,3862,2020-08-17 04:53:20,40,175
9,TRUE,1588,2020-08-03 19:59:15,357,175
5,TRUE,9724,2020-08-20 19:08:35,162,175
9,TRUE,5208,2020-04-08 11:34:02,208,175
8,TRUE,9393,2020-03-24 20:29:11,420,176
4,TRUE,2687,2020-04-30 07:23:05,155,176
9,TRUE,1978,2020-01-29 02:37:39,168,176
6,TRUE,1201,2020-02-12 06:46:20,119,177
10,TRUE,8234,2020-10-22 05:58:48,383,178
10,TRUE,8340,2020-11-28 23:54:36,80,178
1,TRUE,6406,2020-06-03 10:47:08,340,179
7,TRUE,7177,2020-01-25 07:58:46,228,179
7,TRUE,3903,2020-08-28 04:29:57,420,179
9,TRUE,8645,2020-06-17 12:46:03,371,181
9,TRUE,2031,2020-05-02 09:06:52,94,181
